date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
0.0,Bulgaria,Israel,2,2,FIFA World Cup qualification,Sofia,Bulgaria,False
0.0,Estonia,Malta,0,1,FIFA World Cup qualification,Tallinn,Estonia,False
0.0,Finland,Austria,3,1,FIFA World Cup qualification,Turku,Finland,False
0.0,India,South Korea,0,3,FIFA World Cup qualification,Beirut,Lebanon,True
0.0,Lebanon,Bahrain,0,0,FIFA World Cup qualification,Beirut,Lebanon,False
0.0,Kuwait,Malaysia,2,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,True
0.0,Saudi Arabia,Macau,8,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,False
0.0,Bahrain,India,2,1,FIFA World Cup qualification,Beirut,Lebanon,True
0.0,Hong Kong,South Korea,0,3,FIFA World Cup qualification,Beirut,Lebanon,True
0.0,Latvia,Albania,0,0,FIFA World Cup qualification,Riga,Latvia,False
0.0,Kuwait,Macau,8,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,True
0.0,Saudi Arabia,Malaysia,3,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,False
0.0,Lithuania,Ukraine,1,2,Friendly,Vilnius,Lithuania,False
0.0,Macau,Malaysia,0,5,FIFA World Cup qualification,Ta'if,Saudi Arabia,True
0.0,Saudi Arabia,Kuwait,2,0,FIFA World Cup qualification,Ta'if,Saudi Arabia,False
0.0,Estonia,Scotland,0,3,FIFA World Cup qualification,Tallinn,Estonia,False
0.0,San Marino,Poland,0,3,FIFA World Cup qualification,Serravalle,San Marino,False
0.0,Sweden,Austria,1,0,FIFA World Cup qualification,Solna,Sweden,False
0.0,Guadeloupe,Réunion,0,3,Friendly,Créteil,France,True
0.0,Luxembourg,Iceland,1,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False
0.0,Zambia,Malawi,1,1,Friendly,Lusaka,Zambia,False
0.0,Colombia,Venezuela,1,1,Friendly,Bogotá,Colombia,False
0.0,Jamaica,Saint Kitts and Nevis,4,1,CFU Caribbean Cup,Kingston,Jamaica,False
0.0,Martinique,Saint Lucia,2,0,CFU Caribbean Cup,Montego Bay,Jamaica,True
0.0,Puerto Rico,Sint Maarten,3,0,CFU Caribbean Cup,Kingston,Jamaica,True
0.0,Belgium,Faroe Islands,3,0,FIFA World Cup qualification,Brussels,Belgium,False
0.0,Burkina Faso,Guadeloupe,2,0,Friendly,Créteil,France,True
0.0,Jordan,Yemen,1,1,FIFA World Cup qualification,Irbid,Jordan,False
0.0,New Zealand,Fiji,2,0,Friendly,Napier,New Zealand,False
0.0,Pakistan,China PR,0,5,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Zambia,Malawi,0,1,Friendly,Lusaka,Zambia,False
0.0,Jamaica,Sint Maarten,2,0,CFU Caribbean Cup,Kingston,Jamaica,False
0.0,Russia,Greece,1,1,FIFA World Cup qualification,Moscow,Russia,False
0.0,Saint Kitts and Nevis,Puerto Rico,1,0,CFU Caribbean Cup,Kingston,Jamaica,True
0.0,Trinidad and Tobago,Saint Lucia,1,1,CFU Caribbean Cup,Montego Bay,Jamaica,True
0.0,United States,Bolivia,0,0,Friendly,Fullerton,United States,False
0.0,Jordan,Iraq,1,1,FIFA World Cup qualification,Irbid,Jordan,False
0.0,New Zealand,Fiji,5,0,Friendly,Palmerston North,New Zealand,False
0.0,Yemen,Pakistan,5,1,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Zambia,Malawi,4,2,Friendly,Lusaka,Zambia,False
0.0,Azerbaijan,Georgia,1,0,Friendly,Gəncə,Azerbaijan,False
0.0,Jamaica,Puerto Rico,1,0,CFU Caribbean Cup,Kingston,Jamaica,False
0.0,Lithuania,Northern Ireland,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False
0.0,Martinique,Trinidad and Tobago,3,2,CFU Caribbean Cup,Montego Bay,Jamaica,True
0.0,Saint Kitts and Nevis,Sint Maarten,2,2,CFU Caribbean Cup,Kingston,Jamaica,True
0.0,Saint Vincent and the Grenadines,Saint Lucia,4,1,CFU Caribbean Cup,Montego Bay,Jamaica,True
0.0,Albania,Republic of Ireland,1,2,FIFA World Cup qualification,Tirana,Albania,False
0.0,Ethiopia,Sudan,1,1,Friendly,Addis Abeba,Ethiopia,False
0.0,Jordan,China PR,0,3,FIFA World Cup qualification,Irbid,Jordan,False
0.0,United States,Peru,0,0,Friendly,Mission Viejo,United States,False
0.0,Yemen,Iraq,1,6,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Bolivia,Paraguay,2,1,Copa Paz del Chaco,Cochabamba,Bolivia,False
0.0,Jamaica,Trinidad and Tobago,3,0,CFU Caribbean Cup,Kingston,Jamaica,False
0.0,Martinique,Saint Kitts and Nevis,1,1,CFU Caribbean Cup,Montego Bay,Jamaica,True
0.0,Pakistan,Iraq,0,8,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Yemen,China PR,1,0,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Republic of Ireland,Hungary,2,4,Friendly,Dublin,Republic of Ireland,False
0.0,Poland,England,1,1,FIFA World Cup qualification,Chorzów,Poland,False
0.0,Chile,Colombia,1,1,Friendly,Santiago,Chile,False
0.0,Ecuador,Peru,1,0,Friendly,Quito,Ecuador,False
0.0,Iraq,China PR,1,0,FIFA World Cup qualification,Irbid,Jordan,True
0.0,Jamaica,Martinique,0,0,CFU Caribbean Cup,Kingston,Jamaica,False
0.0,Jordan,Pakistan,3,1,FIFA World Cup qualification,Irbid,Jordan,False
0.0,New Zealand,Australia,0,1,FIFA World Cup qualification,Auckland,New Zealand,False
0.0,Trinidad and Tobago,Saint Kitts and Nevis,3,2,CFU Caribbean Cup,Kingston,Jamaica,True
0.0,Czech Republic,Romania,5,2,FIFA World Cup qualification,Košice,Slovakia,True
0.0,Denmark,Albania,4,0,FIFA World Cup qualification,Copenhagen,Denmark,False
0.0,Iceland,Russia,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False
0.0,Latvia,Northern Ireland,1,2,FIFA World Cup qualification,Riga,Latvia,False
0.0,Lithuania,Spain,0,2,FIFA World Cup qualification,Vilnius,Lithuania,False
0.0,Norway,England,2,0,FIFA World Cup qualification,Oslo,Norway,False
0.0,Scotland,Estonia,3,1,FIFA World Cup qualification,Aberdeen,Scotland,False
0.0,Sweden,Israel,5,0,FIFA World Cup qualification,Solna,Sweden,False
0.0,Turkmenistan,Tajikistan,6,0,Friendly,Ashgabat,Turkmenistan,False
0.0,Bahrain,Lebanon,0,0,FIFA World Cup qualification,Seoul,South Korea,True
0.0,South Korea,Hong Kong,4,1,FIFA World Cup qualification,Seoul,South Korea,False
0.0,Australia,New Zealand,3,0,FIFA World Cup qualification,Melbourne,Australia,False
0.0,Azerbaijan,Tajikistan,2,0,Friendly,Teheran,Iran,True
0.0,Colombia,Chile,1,0,Friendly,Bogotá,Colombia,False
0.0,Faroe Islands,Wales,0,3,FIFA World Cup qualification,Toftir,Faroe Islands,False
0.0,Iran,Pakistan,5,0,Friendly,Teheran,Iran,False
0.0,Peru,Bolivia,1,0,Friendly,Lima,Peru,False
0.0,United States,Brazil,0,2,USA Cup,New Haven,United States,False
0.0,Azerbaijan,Kyrgyzstan,3,2,Friendly,Teheran,Iran,True
0.0,India,Bahrain,0,3,FIFA World Cup qualification,Seoul,South Korea,True
0.0,South Korea,Lebanon,2,0,FIFA World Cup qualification,Seoul,South Korea,False
0.0,Pakistan,Turkmenistan,0,4,Friendly,Teheran,Iran,True
0.0,Iran,Turkmenistan,2,1,Friendly,Teheran,Iran,False
0.0,Kyrgyzstan,Tajikistan,1,1,Friendly,Teheran,Iran,True
0.0,Ecuador,Chile,1,2,Friendly,Quito,Ecuador,False
0.0,Hong Kong,Lebanon,1,2,FIFA World Cup qualification,Seoul,South Korea,True
0.0,South Korea,India,7,0,FIFA World Cup qualification,Seoul,South Korea,False
0.0,Latvia,Republic of Ireland,0,2,FIFA World Cup qualification,Riga,Latvia,False
0.0,Netherlands,Norway,0,0,FIFA World Cup qualification,Rotterdam,Netherlands,False
0.0,United States,England,2,0,USA Cup,Foxborough,United States,False
0.0,Brazil,Germany,3,3,USA Cup,Washington,United States,True
0.0,Mexico,Paraguay,3,1,Friendly,Mexico City,Mexico,False
0.0,Bahrain,Hong Kong,3,0,FIFA World Cup qualification,Seoul,South Korea,True
0.0,India,Lebanon,1,2,FIFA World Cup qualification,Seoul,South Korea,True
0.0,South Korea,Romania,2,2,Korea Cup,Seoul,South Korea,False
0.0,Martinique,Trinidad and Tobago,1,1,Friendly,Fort-de-France,Martinique,False
0.0,Peru,Venezuela,3,1,Friendly,Arequipa,Peru,False
0.0,China PR,Pakistan,3,0,FIFA World Cup qualification,Chengdu,China PR,False
0.0,Yemen,Jordan,1,1,FIFA World Cup qualification,Chengdu,China PR,True
0.0,Bolivia,Chile,1,3,Friendly,La Paz,Bolivia,False
0.0,Brazil,England,1,1,USA Cup,Washington,United States,True
0.0,Hong Kong,India,1,3,FIFA World Cup qualification,Seoul,South Korea,True
0.0,Iran,Tajikistan,1,0,Friendly,Teheran,Iran,False
0.0,South Korea,Bahrain,3,0,FIFA World Cup qualification,Seoul,South Korea,False
0.0,United States,Germany,3,4,USA Cup,Chicago,United States,False
0.0,Iran,Turkmenistan,2,1,Friendly,Teheran,Iran,False
0.0,Iraq,Jordan,4,0,FIFA World Cup qualification,Chengdu,China PR,True
0.0,South Korea,Czech Republic,1,2,Korea Cup,Seoul,South Korea,False
0.0,Pakistan,Yemen,0,3,FIFA World Cup qualification,Chengdu,China PR,True
0.0,Ecuador,Venezuela,6,1,Copa América,Quito,Ecuador,False
0.0,China PR,Jordan,4,1,FIFA World Cup qualification,Chengdu,China PR,False
0.0,Colombia,Mexico,2,1,Copa América,Machala,Ecuador,True
0.0,Faroe Islands,Czech Republic,0,3,FIFA World Cup qualification,Toftir,Faroe Islands,False
0.0,Finland,Israel,0,0,FIFA World Cup qualification,Lahti,Finland,False
0.0,Iceland,Hungary,2,0,FIFA World Cup qualification,Reykjavík,Iceland,False
0.0,Iraq,Yemen,3,0,FIFA World Cup qualification,Chengdu,China PR,True
0.0,Lithuania,Republic of Ireland,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False
0.0,Uruguay,United States,1,0,Copa América,Ambato,Ecuador,True
0.0,Argentina,Bolivia,1,0,Copa América,Guayaquil,Ecuador,True
0.0,Brazil,Peru,0,0,Copa América,Cuenca,Ecuador,True
0.0,China PR,Yemen,1,0,FIFA World Cup qualification,Chengdu,China PR,False
0.0,Iraq,Pakistan,4,0,FIFA World Cup qualification,Chengdu,China PR,True
0.0,Paraguay,Chile,1,0,Copa América,Cuenca,Ecuador,True
0.0,Ecuador,United States,2,0,Copa América,Quito,Ecuador,False
0.0,England,Germany,1,2,USA Cup,Pontiac,United States,True
0.0,South Korea,Egypt,1,2,Korea Cup,Seoul,South Korea,False
0.0,Portugal,Malta,4,0,FIFA World Cup qualification,Porto,Portugal,False
0.0,Uruguay,Venezuela,2,2,Copa América,Ambato,Ecuador,True
0.0,Argentina,Mexico,1,1,Copa América,Guayaquil,Ecuador,True
0.0,China PR,Iraq,2,1,FIFA World Cup qualification,Chengdu,China PR,False
0.0,Colombia,Bolivia,1,1,Copa América,Machala,Ecuador,True
0.0,Mali,Senegal,0,2,Friendly,Bamako,Mali,False
0.0,Pakistan,Jordan,0,5,FIFA World Cup qualification,Chengdu,China PR,True
0.0,Brazil,Chile,2,3,Copa América,Cuenca,Ecuador,True
0.0,Paraguay,Peru,1,1,Copa América,Cuenca,Ecuador,True
0.0,Ecuador,Uruguay,2,1,Copa América,Quito,Ecuador,False
0.0,United States,Venezuela,3,3,Copa América,Quito,Ecuador,True
0.0,Argentina,Colombia,1,1,Copa América,Guayaquil,Ecuador,True
0.0,Costa Rica,Panama,3,1,Friendly,San José,Costa Rica,False
0.0,Iran,Oman,0,0,FIFA World Cup qualification,Teheran,Iran,False
0.0,Mexico,Bolivia,0,0,Copa América,Portoviejo,Ecuador,True
0.0,Brazil,Paraguay,3,0,Copa América,Cuenca,Ecuador,True
0.0,Chile,Peru,0,1,Copa América,Cuenca,Ecuador,True
0.0,Croatia,Ukraine,3,1,Friendly,Zagreb,Croatia,False
0.0,Iran,Chinese Taipei,6,0,FIFA World Cup qualification,Teheran,Iran,False
0.0,Oman,Syria,0,0,FIFA World Cup qualification,Teheran,Iran,True
0.0,Colombia,Uruguay,1,1,Copa América,Guayaquil,Ecuador,True
0.0,Ecuador,Paraguay,3,0,Copa América,Quito,Ecuador,False
0.0,Egypt,Romania,3,2,Korea Cup,Seoul,South Korea,True
0.0,South Korea,Czech Republic,1,0,Korea Cup,Seoul,South Korea,False
0.0,Brazil,Argentina,1,1,Copa América,Guayaquil,Ecuador,True
0.0,Iran,Syria,1,1,FIFA World Cup qualification,Teheran,Iran,False
0.0,Oman,Chinese Taipei,2,1,FIFA World Cup qualification,Teheran,Iran,True
0.0,Peru,Mexico,2,4,Copa América,Quito,Ecuador,True
0.0,South Korea,Egypt,0,1,Korea Cup,Seoul,South Korea,False
0.0,Costa Rica,Mexico,0,2,Friendly,San José,Costa Rica,False
0.0,Ecuador,Mexico,0,2,Copa América,Quito,Ecuador,False
0.0,Colombia,Argentina,0,0,Copa América,Guayaquil,Ecuador,True
0.0,Estonia,Latvia,0,2,Baltic Cup,Pärnu,Estonia,False
0.0,Oman,Iran,0,1,FIFA World Cup qualification,Damascus,Syria,True
0.0,Syria,Chinese Taipei,8,1,FIFA World Cup qualification,Damascus,Syria,False
0.0,Ecuador,Colombia,0,1,Copa América,Portoviejo,Ecuador,False
0.0,Latvia,Lithuania,0,0,Baltic Cup,Pärnu,Estonia,True
0.0,Nigeria,Algeria,4,1,FIFA World Cup qualification,Lagos,Nigeria,False
0.0,Argentina,Mexico,2,1,Copa América,Guayaquil,Ecuador,True
0.0,Estonia,Lithuania,2,1,Baltic Cup,Pärnu,Estonia,False
0.0,Gabon,Mali,0,2,Friendly,Moanda,Gabon,False
0.0,Jamaica,Costa Rica,1,1,Friendly,Kingston,Jamaica,False
0.0,Syria,Oman,2,1,FIFA World Cup qualification,Damascus,Syria,False
0.0,Zambia,Morocco,2,1,FIFA World Cup qualification,Lusaka,Zambia,False
0.0,Zimbabwe,Cameroon,1,0,FIFA World Cup qualification,Harare,Zimbabwe,False
0.0,Gibraltar,Jersey,1,2,Island Games,Isle of Wight,England,True
0.0,Ynys Môn,Greenland,0,1,Island Games,Isle of Wight,England,True
0.0,Isle of Wight,Isle of Man,1,0,Island Games,Isle of Wight,England,False
0.0,Åland Islands,Shetland,3,1,Island Games,Isle of Wight,England,True
0.0,Jersey,Greenland,4,2,Island Games,Isle of Wight,England,True
0.0,Ynys Môn,Gibraltar,1,0,Island Games,Isle of Wight,England,True
0.0,Isle of Man,Åland Islands,2,0,Island Games,Isle of Wight,England,True
0.0,Isle of Wight,Shetland,2,0,Island Games,Isle of Wight,England,False
0.0,Malawi,Eswatini,3,1,Friendly,Blantyre,Malawi,False
0.0,Syria,Iran,1,1,FIFA World Cup qualification,Damascus,Syria,False
0.0,Greenland,Gibraltar,5,0,Island Games,Isle of Wight,England,True
0.0,Jersey,Ynys Môn,2,2,Island Games,Isle of Wight,England,True
0.0,Shetland,Isle of Man,1,5,Island Games,Isle of Wight,England,True
0.0,Isle of Wight,Åland Islands,0,2,Island Games,Isle of Wight,England,False
0.0,Ivory Coast,Niger,3,2,Friendly,Abidjan,Ivory Coast,False
0.0,Malawi,Eswatini,1,1,Friendly,Lilongwe,Malawi,False
0.0,Shetland,Gibraltar,1,0,Island Games,Isle of Wight,England,True
0.0,Isle of Wight,Ynys Môn,1,1,Island Games,Isle of Wight,England,False
0.0,Greenland,Åland Islands,1,2,Island Games,Isle of Wight,England,True
0.0,Jersey,Isle of Man,5,1,Island Games,Isle of Wight,England,True
0.0,Honduras,Panama,5,1,Gold Cup,Dallas,United States,True
0.0,Malawi,Eswatini,0,1,Friendly,Mzuzu,Malawi,False
0.0,United States,Jamaica,1,0,Gold Cup,Dallas,United States,False
0.0,Benin,Cameroon,0,3,African Cup of Nations qualification,Cotonou,Benin,False
0.0,Burundi,Guinea,2,2,African Cup of Nations qualification,Bujumbura,Burundi,False
0.0,Canada,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,True
0.0,DR Congo,Kenya,0,1,African Cup of Nations qualification,Kinshasa,Zaïre,False
0.0,Egypt,Morocco,1,1,African Cup of Nations qualification,Alexandria,Egypt,False
0.0,Gabon,Niger,3,0,African Cup of Nations qualification,Libreville,Gabon,False
0.0,Lesotho,Mozambique,1,1,African Cup of Nations qualification,Maseru,Lesotho,False
0.0,Mali,Malawi,2,1,African Cup of Nations qualification,Bamako,Mali,False
0.0,Mexico,Martinique,9,0,Gold Cup,Mexico City,Mexico,False
0.0,Senegal,Sierra Leone,1,1,African Cup of Nations qualification,Dakar,Senegal,False
0.0,Zambia,South Africa,3,0,African Cup of Nations qualification,Lusaka,Zambia,False
0.0,Zimbabwe,Mauritius,2,0,African Cup of Nations qualification,Harare,Zimbabwe,False
0.0,Peru,Uruguay,1,2,Friendly,Lima,Peru,False
0.0,Brazil,Paraguay,2,0,Friendly,Rio de Janeiro,Brazil,False
0.0,Honduras,Jamaica,1,3,Gold Cup,Dallas,United States,True
0.0,United States,Panama,2,1,Gold Cup,Dallas,United States,False
0.0,Canada,Martinique,2,2,Gold Cup,Mexico City,Mexico,True
0.0,Mexico,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,False
0.0,Jamaica,Panama,1,1,Gold Cup,Dallas,United States,True
0.0,Senegal,Morocco,1,3,FIFA World Cup qualification,Dakar,Senegal,False
0.0,Uganda,Nigeria,0,0,African Cup of Nations qualification,Kampala,Uganda,False
0.0,Uruguay,Peru,3,0,Friendly,Montevideo,Uruguay,False
0.0,United States,Honduras,1,0,Gold Cup,Dallas,United States,False
0.0,Costa Rica,Martinique,3,1,Gold Cup,Mexico City,Mexico,True
0.0,Ecuador,Brazil,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False
0.0,Guinea,Cameroon,0,1,FIFA World Cup qualification,Conakry,Guinea,False
0.0,Ivory Coast,Algeria,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False
0.0,Mexico,Canada,8,0,Gold Cup,Mexico City,Mexico,False
0.0,Venezuela,Bolivia,1,7,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False
0.0,United States,Costa Rica,1,0,Gold Cup,Dallas,United States,False
0.0,Mexico,Jamaica,6,1,Gold Cup,Mexico City,Mexico,False
0.0,Nigeria,Ethiopia,6,0,African Cup of Nations qualification,Lagos,Nigeria,False
0.0,Uganda,Sudan,1,0,African Cup of Nations qualification,Kampala,Uganda,False
0.0,Algeria,Senegal,4,0,African Cup of Nations qualification,Tlemcen,Algeria,False
0.0,Benin,Gabon,1,2,African Cup of Nations qualification,Cotonou,Benin,False
0.0,Bolivia,Brazil,2,0,FIFA World Cup qualification,La Paz,Bolivia,False
0.0,Cameroon,Niger,2,0,African Cup of Nations qualification,Yaoundé,Cameroon,False
0.0,DR Congo,Lesotho,7,0,African Cup of Nations qualification,Kinshasa,Zaïre,False
0.0,Jamaica,Costa Rica,1,1,Gold Cup,Mexico City,Mexico,True
0.0,Liberia,Ghana,0,2,African Cup of Nations qualification,Monrovia,Liberia,False
0.0,Malawi,Morocco,0,2,African Cup of Nations qualification,Lilongwe,Malawi,False
0.0,Mali,Egypt,2,1,African Cup of Nations qualification,Bamako,Mali,False
0.0,Mauritius,South Africa,1,3,African Cup of Nations qualification,Mapou,Mauritius,False
0.0,Mexico,United States,4,0,Gold Cup,Mexico City,Mexico,False
0.0,Venezuela,Uruguay,0,1,FIFA World Cup qualification,San Cristóbal,Venezuela,False
0.0,Zimbabwe,Zambia,1,1,African Cup of Nations qualification,Harare,Zimbabwe,False
0.0,France,Russia,3,1,Friendly,Caen,France,False
0.0,Malawi,Eswatini,3,0,Friendly,Blantyre,Malawi,False
0.0,Canada,Australia,2,1,FIFA World Cup qualification,Edmonton,Canada,False
0.0,Colombia,Paraguay,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False
0.0,Peru,Argentina,0,1,FIFA World Cup qualification,Lima,Peru,False
0.0,Uruguay,Ecuador,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False
0.0,Venezuela,Brazil,1,5,FIFA World Cup qualification,San Cristóbal,Venezuela,False
0.0,Senegal,Zambia,0,0,FIFA World Cup qualification,Abidjan,Ivory Coast,True
0.0,Bolivia,Uruguay,3,1,FIFA World Cup qualification,La Paz,Bolivia,False
0.0,Brazil,Mexico,1,1,Friendly,Maceió,Brazil,False
0.0,Ecuador,Venezuela,5,0,FIFA World Cup qualification,Quito,Ecuador,False
0.0,Guinea,Sierra Leone,1,0,Friendly,Conakry,Guinea,False
0.0,Paraguay,Argentina,1,3,FIFA World Cup qualification,Asunción,Paraguay,False
0.0,Peru,Colombia,0,1,FIFA World Cup qualification,Lima,Peru,False
0.0,Zimbabwe,Eswatini,2,0,Friendly,Harare,Zimbabwe,False
0.0,Guinea,Sierra Leone,4,0,Friendly,Conakry,Guinea,False
0.0,Faroe Islands,Norway,0,7,Friendly,Toftir,Faroe Islands,False
0.0,Sweden,Switzerland,1,2,Friendly,Borås,Sweden,False
0.0,Australia,Canada,2,1,FIFA World Cup qualification,Sydney,Australia,False
0.0,Bolivia,Ecuador,1,0,FIFA World Cup qualification,La Paz,Bolivia,False
0.0,Colombia,Argentina,2,1,FIFA World Cup qualification,Barranquilla,Colombia,False
0.0,Congo,Guinea,0,0,African Cup of Nations qualification,Pointe-Noire,Congo,False
0.0,Paraguay,Peru,2,1,FIFA World Cup qualification,Asunción,Paraguay,False
0.0,Uruguay,Brazil,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False
0.0,Argentina,Peru,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,False
0.0,Bolivia,Venezuela,7,0,FIFA World Cup qualification,La Paz,Bolivia,False
0.0,Brazil,Ecuador,2,0,FIFA World Cup qualification,São Paulo,Brazil,False
0.0,Paraguay,Colombia,1,1,FIFA World Cup qualification,Asunción,Paraguay,False
0.0,Sweden,France,1,1,FIFA World Cup qualification,Solna,Sweden,False
0.0,Austria,Finland,3,0,FIFA World Cup qualification,Vienna,Austria,False
0.0,Denmark,Lithuania,4,0,FIFA World Cup qualification,Copenhagen,Denmark,False
0.0,Argentina,Paraguay,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,False
0.0,Brazil,Bolivia,6,0,FIFA World Cup qualification,Recife,Brazil,False
0.0,Colombia,Peru,4,0,FIFA World Cup qualification,Barranquilla,Colombia,False
0.0,Uruguay,Venezuela,4,0,FIFA World Cup qualification,Montevideo,Uruguay,False
0.0,Iceland,United States,0,1,Friendly,Reykjavík,Iceland,False
0.0,Argentina,Colombia,0,5,FIFA World Cup qualification,Buenos Aires,Argentina,False
0.0,Brazil,Venezuela,4,0,FIFA World Cup qualification,Belo Horizonte,Brazil,False
0.0,Ecuador,Uruguay,0,1,FIFA World Cup qualification,Guayaquil,Ecuador,False
0.0,Estonia,Portugal,0,2,FIFA World Cup qualification,Tallinn,Estonia,False
0.0,Peru,Paraguay,2,2,FIFA World Cup qualification,Lima,Peru,False
0.0,Eswatini,Zimbabwe,0,1,Friendly,Mbabane,Eswatini,False
0.0,Albania,Denmark,0,1,FIFA World Cup qualification,Tirana,Albania,False
0.0,Bulgaria,Sweden,1,1,FIFA World Cup qualification,Sofia,Bulgaria,False
0.0,England,Poland,3,0,FIFA World Cup qualification,London,England,False
0.0,Faroe Islands,Romania,0,4,FIFA World Cup qualification,Toftir,Faroe Islands,False
0.0,Finland,France,0,2,FIFA World Cup qualification,Tampere,Finland,False
0.0,Hungary,Russia,1,3,FIFA World Cup qualification,Budapest,Hungary,False
0.0,Iceland,Luxembourg,1,0,FIFA World Cup qualification,Reykjavík,Iceland,False
0.0,Republic of Ireland,Lithuania,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
0.0,Northern Ireland,Latvia,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,False
0.0,Norway,United States,1,0,Friendly,Oslo,Norway,False
0.0,Scotland,Switzerland,1,1,FIFA World Cup qualification,Aberdeen,Scotland,False
0.0,Spain,Chile,2,0,Friendly,Alicante,Spain,False
0.0,Wales,Czech Republic,2,2,FIFA World Cup qualification,Cardiff,Wales,False
0.0,Uruguay,Bolivia,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False
0.0,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Puerto Ordaz,Venezuela,False
0.0,Morocco,Mali,3,0,Friendly,Casablanca,Morocco,False
0.0,Saudi Arabia,Thailand,4,0,Friendly,Dammam,Saudi Arabia,False
0.0,Brazil,Uruguay,2,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
0.0,Ecuador,Bolivia,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False
0.0,Zimbabwe,Senegal,2,0,Friendly,Harare,Zimbabwe,False
0.0,Saudi Arabia,Thailand,3,0,Friendly,Dammam,Saudi Arabia,False
0.0,Albania,Spain,1,5,FIFA World Cup qualification,Tirana,Albania,False
0.0,Estonia,Italy,0,3,FIFA World Cup qualification,Tallinn,Estonia,False
0.0,Mexico,Cameroon,1,0,Friendly,Los Angeles,United States,True
0.0,Norway,Poland,1,0,FIFA World Cup qualification,Oslo,Norway,False
0.0,Romania,Israel,1,0,Friendly,Bucharest,Romania,False
0.0,San Marino,Netherlands,0,7,FIFA World Cup qualification,Bologna,Italy,True
0.0,Tunisia,Germany,1,1,Friendly,Tunis,Tunisia,False
0.0,Saudi Arabia,Costa Rica,1,2,Friendly,Khobar,Saudi Arabia,False
0.0,South Korea,Australia,1,1,Friendly,Seoul,South Korea,False
0.0,Nigeria,Ivory Coast,4,1,FIFA World Cup qualification,Lagos,Nigeria,False
0.0,South Korea,Australia,1,0,Friendly,Seoul,South Korea,False
0.0,Zambia,Senegal,4,0,FIFA World Cup qualification,Lusaka,Zambia,False
0.0,Zimbabwe,Guinea,1,0,FIFA World Cup qualification,Harare,Zimbabwe,False
0.0,Saudi Arabia,Costa Rica,3,2,Friendly,Khobar,Saudi Arabia,False
0.0,Mexico,Poland,0,0,Friendly,Oakland,United States,True
0.0,Morocco,Gabon,1,0,Friendly,Rabat,Morocco,False
0.0,Japan,Ivory Coast,1,0,Friendly,Tokyo,Japan,False
0.0,Cyprus,Israel,2,2,Friendly,Limassol,Cyprus,False
0.0,Belgium,Gabon,2,1,Friendly,Brussels,Belgium,False
0.0,Mexico,South Africa,4,0,Friendly,Los Angeles,United States,True
0.0,Saudi Arabia,Russia,4,2,Friendly,Khobar,Saudi Arabia,False
0.0,Algeria,Nigeria,1,1,FIFA World Cup qualification,Algiers,Algeria,False
0.0,Cameroon,Zimbabwe,3,1,FIFA World Cup qualification,Yaoundé,Cameroon,False
0.0,Morocco,Zambia,1,0,FIFA World Cup qualification,Casablanca,Morocco,False
0.0,Luxembourg,Greece,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,False
0.0,Bulgaria,Austria,4,1,FIFA World Cup qualification,Sofia,Bulgaria,False
0.0,Denmark,Northern Ireland,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False
0.0,France,Israel,2,3,FIFA World Cup qualification,Paris,France,False
0.0,Germany,Uruguay,5,0,Friendly,Karlsruhe,Germany,False
0.0,Republic of Ireland,Spain,1,3,FIFA World Cup qualification,Dublin,Republic of Ireland,False
0.0,Italy,Scotland,3,1,FIFA World Cup qualification,Rome,Italy,False
0.0,Netherlands,England,2,0,FIFA World Cup qualification,Rotterdam,Netherlands,False
0.0,Poland,Norway,0,3,FIFA World Cup qualification,Poznań,Poland,False
