date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
0.0,Qatar,Hungary,0,3,Friendly,Doha,Qatar,False
0.0,Guinea,Mali,1,1,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,Gambia,Sierra Leone,1,2,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,Guinea-Bissau,Mauritania,1,0,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,Italy,Germany,1,2,Friendly,Avellino,Italy,False
0.0,Jamaica,Paraguay,1,4,Friendly,Miami,United States,True
0.0,Portugal,Luxembourg,2,0,Friendly,Portimão,Portugal,False
0.0,Senegal,Mali,1,0,Amílcar Cabral Cup,Dakar,Senegal,False
0.0,United States,Canada,0,0,Friendly,Miami,United States,False
0.0,Gambia,Mauritania,3,1,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,Guinea-Bissau,Sierra Leone,2,3,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,United States,Uruguay,1,1,Friendly,Miami,United States,False
0.0,Guinea,Sierra Leone,1,2,Amílcar Cabral Cup,Dakar,Senegal,True
0.0,Senegal,Gambia,1,0,Amílcar Cabral Cup,Dakar,Senegal,False
0.0,Bulgaria,German DR,1,2,Friendly,Querétaro,Mexico,True
0.0,Senegal,Sierra Leone,3,1,Amílcar Cabral Cup,Dakar,Senegal,False
0.0,South Korea,Paraguay,1,3,Lunar New Year Cup,So Kon Po,Hong Kong,True
0.0,Mexico,German DR,1,2,Friendly,San Jose,United States,True
0.0,Zambia,Botswana,6,0,Friendly,Ndola,Zambia,False
0.0,Indonesia,Paraguay,2,3,Friendly,Jakarta,Indonesia,False
0.0,Iran,Pakistan,2,0,Friendly,Teheran,Iran,False
0.0,Uruguay,Poland,2,2,Friendly,Montevideo,Uruguay,False
0.0,Zambia,Botswana,3,0,Friendly,Lusaka,Zambia,False
0.0,Saudi Arabia,Algeria,0,0,Friendly,Khobar,Saudi Arabia,False
0.0,Greece,Cyprus,0,0,Friendly,Athens,Greece,False
0.0,Mexico,Russia,1,0,Friendly,Mexico City,Mexico,False
0.0,Morocco,Bulgaria,0,0,Friendly,Rabat,Morocco,False
0.0,Portugal,German DR,1,3,Friendly,Braga,Portugal,False
0.0,Spain,Belgium,3,0,Friendly,Elche,Spain,False
0.0,Iran,Ghana,2,0,Friendly,Teheran,Iran,False
0.0,Bahrain,Finland,0,0,Friendly,Manama,Bahrain,False
0.0,Saudi Arabia,Algeria,1,1,Friendly,Khobar,Saudi Arabia,False
0.0,Liberia,Burkina Faso,0,1,West African Cup,Accra,Ghana,True
0.0,Bahrain,Finland,0,4,Friendly,Manama,Bahrain,False
0.0,Burkina Faso,Togo,0,1,West African Cup,Accra,Ghana,True
0.0,Ghana,Niger,2,0,West African Cup,Accra,Ghana,False
0.0,Algeria,Mozambique,4,1,Friendly,Algiers,Algeria,False
0.0,Ghana,Togo,2,2,West African Cup,Accra,Ghana,False
0.0,Liberia,Niger,3,0,West African Cup,Accra,Ghana,True
0.0,Saudi Arabia,Wales,1,2,Friendly,Khobar,Saudi Arabia,False
0.0,Burkina Faso,Niger,0,0,West African Cup,Accra,Ghana,True
0.0,France,Northern Ireland,0,0,Friendly,Paris,France,False
0.0,Ghana,Liberia,3,0,West African Cup,Accra,Ghana,False
0.0,Grenada,Norway,1,2,Friendly,St. George's,Grenada,False
0.0,Israel,England,1,2,Friendly,Ramat-Gan,Israel,False
0.0,Qatar,Paraguay,1,1,Friendly,Doha,Qatar,False
0.0,Tunisia,Cameroon,1,1,Friendly,Tunis,Tunisia,False
0.0,Ghana,Burkina Faso,2,0,West African Cup,Accra,Ghana,False
0.0,Togo,Liberia,1,0,West African Cup,Accra,Ghana,True
0.0,Egypt,Romania,2,2,Friendly,Alexandria,Egypt,False
0.0,Niger,Togo,3,1,West African Cup,Accra,Ghana,True
0.0,Saudi Arabia,Finland,0,1,Friendly,Khobar,Saudi Arabia,False
0.0,Ghana,Burkina Faso,2,0,West African Cup,Accra,Ghana,False
0.0,Qatar,Paraguay,0,3,Friendly,Doha,Qatar,False
0.0,Saint Lucia,Norway,0,6,Friendly,Castries,Saint Lucia,False
0.0,Togo,Niger,3,1,West African Cup,Accra,Ghana,True
0.0,Burkina Faso,Niger,1,2,West African Cup,Accra,Ghana,True
0.0,Egypt,Romania,0,1,Friendly,Alexandria,Egypt,False
0.0,Ghana,Togo,1,0,West African Cup,Accra,Ghana,False
0.0,Guadeloupe,Norway,1,2,Friendly,Basse-Terre,Guadeloupe,False
0.0,Martinique,Norway,0,1,Friendly,Fort-de-France,Martinique,False
0.0,Thailand,Indonesia,1,1,King's Cup,Bangkok,Thailand,False
0.0,Mexico,Denmark,1,1,Friendly,Los Angeles,United States,True
0.0,Egypt,Senegal,0,1,African Cup of Nations,Cairo,Egypt,False
0.0,Ivory Coast,Mozambique,3,0,African Cup of Nations,Cairo,Egypt,True
0.0,Algeria,Morocco,0,0,African Cup of Nations,Alexandria,Egypt,True
0.0,Bahrain,Paraguay,1,2,Friendly,Manama,Bahrain,False
0.0,Cameroon,Zambia,3,2,African Cup of Nations,Alexandria,Egypt,True
0.0,Egypt,Ivory Coast,2,0,African Cup of Nations,Cairo,Egypt,False
0.0,Mozambique,Senegal,0,2,African Cup of Nations,Cairo,Egypt,True
0.0,Algeria,Zambia,0,0,African Cup of Nations,Alexandria,Egypt,True
0.0,Bahrain,Iceland,2,1,Friendly,Manama,Bahrain,False
0.0,Cameroon,Morocco,1,1,African Cup of Nations,Alexandria,Egypt,True
0.0,German DR,Netherlands,0,1,Friendly,Leipzig,German DR,False
0.0,Germany,Brazil,2,0,Friendly,Frankfurt am Main,Germany,False
0.0,Saudi Arabia,Paraguay,0,0,Friendly,Khobar,Saudi Arabia,False
0.0,Turkey,Switzerland,1,0,Friendly,Adana,Turkey,False
0.0,Egypt,Mozambique,2,0,African Cup of Nations,Cairo,Egypt,False
0.0,Ivory Coast,Senegal,1,0,African Cup of Nations,Cairo,Egypt,True
0.0,Algeria,Cameroon,2,3,African Cup of Nations,Alexandria,Egypt,True
0.0,Djibouti,Ethiopia,1,5,Friendly,Djibouti,Djibouti,False
0.0,Iraq,Romania,1,1,Friendly,Baghdad,Iraq,False
0.0,Morocco,Zambia,1,0,African Cup of Nations,Alexandria,Egypt,True
0.0,Bahrain,Iceland,0,2,Friendly,Manama,Bahrain,False
0.0,Hungary,Brazil,3,0,Friendly,Budapest,Hungary,False
0.0,Cameroon,Ivory Coast,1,0,African Cup of Nations,Alexandria,Egypt,True
0.0,Egypt,Morocco,1,0,African Cup of Nations,Cairo,Egypt,False
0.0,Djibouti,Ethiopia,1,1,Friendly,Djibouti,Djibouti,False
0.0,Kuwait,Iceland,1,0,Friendly,Kuwait City,Kuwait,False
0.0,Ivory Coast,Morocco,3,2,African Cup of Nations,Cairo,Egypt,True
0.0,Egypt,Cameroon,0,0,African Cup of Nations,Cairo,Egypt,False
0.0,Bahrain,Iraq,0,0,Gulf Cup,Riffa,Bahrain,False
0.0,Qatar,Oman,2,1,Gulf Cup,Riffa,Bahrain,True
0.0,Saudi Arabia,Kuwait,1,3,Gulf Cup,Riffa,Bahrain,True
0.0,United Arab Emirates,Iraq,2,2,Gulf Cup,Riffa,Bahrain,True
0.0,Bahrain,Saudi Arabia,2,1,Gulf Cup,Riffa,Bahrain,False
0.0,Kuwait,Oman,2,0,Gulf Cup,Riffa,Bahrain,True
0.0,France,Argentina,2,0,Friendly,Paris,France,False
0.0,Greece,German DR,2,0,Friendly,Athens,Greece,False
0.0,Republic of Ireland,Wales,0,1,Friendly,Dublin,Republic of Ireland,False
0.0,Italy,Austria,2,1,Friendly,Udine,Italy,False
0.0,Northern Ireland,Denmark,1,1,Friendly,Belfast,Northern Ireland,False
0.0,Russia,England,0,1,Friendly,Tbilisi,Soviet Union,False
0.0,Scotland,Romania,3,0,Friendly,Glasgow,Scotland,False
0.0,Spain,Poland,3,0,Friendly,Cádiz,Spain,False
0.0,Qatar,Iraq,1,1,Gulf Cup,Riffa,Bahrain,True
0.0,Saudi Arabia,Oman,3,1,Gulf Cup,Riffa,Bahrain,True
0.0,United Arab Emirates,Kuwait,0,1,Gulf Cup,Manama,Bahrain,True
0.0,Bahrain,Qatar,0,0,Gulf Cup,Riffa,Bahrain,False
0.0,Iraq,Saudi Arabia,1,2,Gulf Cup,Riffa,Bahrain,True
0.0,Oman,United Arab Emirates,0,1,Gulf Cup,Riffa,Bahrain,True
0.0,Brazil,Peru,4,0,Friendly,São Luís,Brazil,False
0.0,Kuwait,Qatar,2,1,Gulf Cup,Riffa,Bahrain,True
0.0,Bahrain,Oman,0,0,Gulf Cup,Riffa,Bahrain,False
0.0,Saudi Arabia,United Arab Emirates,0,2,Gulf Cup,Riffa,Bahrain,True
0.0,Iraq,Kuwait,1,2,Gulf Cup,Riffa,Bahrain,True
0.0,Bahrain,United Arab Emirates,1,3,Gulf Cup,Riffa,Bahrain,False
0.0,Qatar,Saudi Arabia,0,2,Gulf Cup,Riffa,Bahrain,True
0.0,Oman,Iraq,2,3,Gulf Cup,Riffa,Bahrain,True
0.0,Bahrain,Kuwait,1,1,Gulf Cup,Riffa,Bahrain,False
0.0,Qatar,United Arab Emirates,3,2,Gulf Cup,Riffa,Bahrain,True
0.0,Brazil,German DR,3,0,Friendly,Goiânia,Brazil,False
0.0,Bulgaria,Denmark,3,0,Friendly,Sofia,Bulgaria,False
0.0,Switzerland,Germany,0,1,Friendly,Basel,Switzerland,False
0.0,Mexico,Uruguay,1,0,Friendly,Los Angeles,United States,True
0.0,Brazil,Finland,3,0,Friendly,Brasília,Brazil,False
0.0,Wales,Uruguay,0,0,Friendly,Wrexham,Wales,False
0.0,Belgium,Bulgaria,2,0,Friendly,Brussels,Belgium,False
0.0,Czechoslovakia,German DR,2,0,Friendly,Nitra,Czechoslovakia,False
0.0,England,Scotland,2,1,Rous Cup,London,England,False
0.0,Republic of Ireland,Uruguay,1,1,Friendly,Dublin,Republic of Ireland,False
0.0,Northern Ireland,Morocco,2,1,Friendly,Belfast,Northern Ireland,False
0.0,Romania,Russia,2,1,Friendly,Timişoara,Romania,False
0.0,China PR,Nepal,5,0,Friendly,Islamabad,Pakistan,True
0.0,Pakistan,Sri Lanka,1,0,Friendly,Islamabad,Pakistan,False
0.0,Pakistan,South Korea,1,0,Friendly,Islamabad,Pakistan,False
0.0,Eswatini,Botswana,0,1,Friendly,Mbabane,Eswatini,False
0.0,Mexico,Canada,3,0,Friendly,Mexico City,Mexico,False
0.0,Nepal,Sri Lanka,2,2,Friendly,Islamabad,Pakistan,True
0.0,Pakistan,China PR,0,3,Friendly,Islamabad,Pakistan,False
0.0,South Korea,Nepal,5,0,Friendly,Islamabad,Pakistan,True
0.0,Netherlands,Scotland,0,0,Friendly,Eindhoven,Netherlands,False
0.0,Brazil,Yugoslavia,4,2,Friendly,Recife,Brazil,False
0.0,Bulgaria,North Korea,3,0,Friendly,Sofia,Bulgaria,False
0.0,South Korea,Sri Lanka,4,0,Friendly,Islamabad,Pakistan,True
0.0,Norway,Argentina,1,0,Friendly,Oslo,Norway,False
0.0,China PR,Sri Lanka,3,0,Friendly,Islamabad,Pakistan,True
0.0,Sweden,Greece,0,0,Friendly,Malmö,Sweden,False
0.0,China PR,South Korea,1,1,Friendly,Islamabad,Pakistan,True
0.0,Pakistan,Nepal,5,0,Friendly,Islamabad,Pakistan,False
0.0,Switzerland,Algeria,2,0,Friendly,Geneva,Switzerland,False
0.0,Brazil,Chile,1,1,Friendly,Curitiba,Brazil,False
0.0,Russia,Finland,0,0,Friendly,Moscow,Soviet Union,False
0.0,French Guiana,Réunion,0,0,Friendly,Gagny,France,True
0.0,Canada,Wales,2,0,Friendly,Toronto,Canada,False
0.0,Germany,Yugoslavia,1,1,Friendly,Bochum,Germany,False
0.0,Italy,China PR,2,0,Friendly,Naples,Italy,False
0.0,Japan,Algeria,2,1,Kirin Cup,Matsuyama,Japan,False
0.0,Norway,Denmark,1,0,Friendly,Oslo,Norway,False
0.0,Austria,Sweden,1,0,Friendly,Salzburg,Austria,False
0.0,Germany,Netherlands,3,1,Friendly,Dortmund,Germany,False
0.0,Denmark,Poland,1,0,Friendly,Copenhagen,Denmark,False
0.0,Mexico,England,0,3,Friendly,Los Angeles,United States,True
0.0,Belgium,Yugoslavia,1,3,Friendly,Brussels,Belgium,False
0.0,Canada,Wales,0,3,Friendly,Vancouver,Canada,False
0.0,Panama,Dominican Republic,2,1,Friendly,Panama City,Panama,False
0.0,Canada,England,0,1,Friendly,Burnaby,Canada,False
0.0,Iceland,Republic of Ireland,1,2,Friendly,Reykjavík,Iceland,False
0.0,Czechoslovakia,Republic of Ireland,0,1,Friendly,Reykjavík,Iceland,True
0.0,China PR,Iran,2,1,Friendly,Beijing,China PR,False
0.0,Iceland,Czechoslovakia,1,2,Friendly,Reykjavík,Iceland,False
0.0,Bulgaria,Italy,1,1,FIFA World Cup,Mexico City,Mexico,True
0.0,Macau,Hong Kong,2,3,Friendly,Macau,Macau,False
0.0,Canada,France,0,1,FIFA World Cup,León,Mexico,True
0.0,Spain,Brazil,0,1,FIFA World Cup,Guadalajara,Mexico,True
0.0,Argentina,South Korea,3,1,FIFA World Cup,Mexico City,Mexico,True
0.0,Morocco,Poland,0,0,FIFA World Cup,Monterrey,Mexico,True
0.0,Russia,Hungary,6,0,FIFA World Cup,Irapuato,Mexico,True
0.0,Algeria,Northern Ireland,1,1,FIFA World Cup,Guadalajara,Mexico,True
0.0,Djibouti,Ethiopia,0,2,Friendly,Djibouti,Djibouti,False
0.0,Mexico,Belgium,2,1,FIFA World Cup,Mexico City,Mexico,False
0.0,Portugal,England,1,0,FIFA World Cup,Monterrey,Mexico,True
0.0,Nepal,Hong Kong,4,2,Friendly,Kathmandu,Nepal,False
0.0,Paraguay,Iraq,1,0,FIFA World Cup,Toluca,Mexico,True
0.0,Romania,Norway,3,1,Friendly,Bucharest,Romania,False
0.0,Scotland,Denmark,0,1,FIFA World Cup,Nezahualcóyotl,Mexico,True
0.0,Uruguay,Germany,1,1,FIFA World Cup,Querétaro,Mexico,True
0.0,France,Russia,1,1,FIFA World Cup,León,Mexico,True
0.0,Italy,Argentina,1,1,FIFA World Cup,Puebla,Mexico,True
0.0,South Korea,Bulgaria,1,1,FIFA World Cup,Mexico City,Mexico,True
0.0,Brazil,Algeria,1,0,FIFA World Cup,Guadalajara,Mexico,True
0.0,England,Morocco,0,0,FIFA World Cup,Monterrey,Mexico,True
0.0,Hungary,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True
0.0,Mauritius,Réunion,0,1,Friendly,Curepipe,Mauritius,False
0.0,Mexico,Paraguay,1,1,FIFA World Cup,Mexico City,Mexico,False
0.0,Nepal,Bhutan,4,0,Friendly,Kathmandu,Nepal,False
0.0,Northern Ireland,Spain,1,2,FIFA World Cup,Guadalajara,Mexico,True
0.0,Poland,Portugal,1,0,FIFA World Cup,Monterrey,Mexico,True
0.0,Denmark,Uruguay,6,1,FIFA World Cup,Nezahualcóyotl,Mexico,True
0.0,Germany,Scotland,2,1,FIFA World Cup,Querétaro,Mexico,True
0.0,Iraq,Belgium,1,2,FIFA World Cup,Toluca,Mexico,True
0.0,Hungary,France,0,3,FIFA World Cup,León,Mexico,True
0.0,Russia,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True
0.0,Argentina,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,True
0.0,South Korea,Italy,2,3,FIFA World Cup,Puebla,Mexico,True
0.0,England,Poland,3,0,FIFA World Cup,Monterrey,Mexico,True
0.0,Guyana,Barbados,2,1,Friendly,Georgetown,Guyana,False
0.0,Mexico,Iraq,1,0,FIFA World Cup,Mexico City,Mexico,False
0.0,Paraguay,Belgium,2,2,FIFA World Cup,Toluca,Mexico,True
0.0,Portugal,Morocco,1,3,FIFA World Cup,Guadalajara,Mexico,True
0.0,Algeria,Spain,0,3,FIFA World Cup,Monterrey,Mexico,True
0.0,Northern Ireland,Brazil,0,3,FIFA World Cup,Guadalajara,Mexico,True
0.0,Denmark,Germany,2,0,FIFA World Cup,Querétaro,Mexico,True
0.0,Réunion,Mauritius,0,0,Friendly,Saint-Pierre,Réunion,False
0.0,Scotland,Uruguay,0,0,FIFA World Cup,Nezahualcóyotl,Mexico,True
0.0,Mexico,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,False
0.0,Russia,Belgium,3,4,FIFA World Cup,León,Mexico,True
0.0,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True
0.0,Brazil,Poland,4,0,FIFA World Cup,Guadalajara,Mexico,True
0.0,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,True
0.0,Morocco,Germany,0,1,FIFA World Cup,Monterrey,Mexico,True
0.0,Denmark,Spain,1,5,FIFA World Cup,Querétaro,Mexico,True
0.0,England,Paraguay,3,0,FIFA World Cup,Mexico City,Mexico,True
0.0,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,True
0.0,Malawi,Zambia,0,2,Friendly,Blantyre,Malawi,False
0.0,Mexico,Germany,0,0,FIFA World Cup,Monterrey,Mexico,False
0.0,Argentina,England,2,1,FIFA World Cup,Mexico City,Mexico,True
0.0,Malawi,Zambia,0,1,Friendly,Lilongwe,Malawi,False
0.0,Spain,Belgium,1,1,FIFA World Cup,Puebla,Mexico,True
0.0,Argentina,Belgium,2,0,FIFA World Cup,Mexico City,Mexico,True
0.0,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,True
0.0,France,Belgium,4,2,FIFA World Cup,Puebla,Mexico,True
0.0,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,True
0.0,Burma,India,3,1,Friendly,Rangoon,Burma,False
0.0,Malawi,Uganda,2,1,Friendly,Blantyre,Malawi,False
0.0,Malawi,Uganda,0,0,Friendly,Lilongwe,Malawi,False
0.0,Malawi,Uganda,0,0,Friendly,Mzuzu,Malawi,False
0.0,Malaysia,South Korea,1,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
0.0,Malaysia,India,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
0.0,Japan,Syria,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
0.0,India,South Korea,4,3,Merdeka Tournament,Kuala Lumpur,Malaysia,True
0.0,Liberia,Guinea,0,0,Friendly,Monrovia,Liberia,False
0.0,Malaysia,Thailand,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False
0.0,Nigeria,Togo,2,2,Friendly,Monrovia,Liberia,True
0.0,Guinea,Ivory Coast,0,2,Friendly,Monrovia,Liberia,True
0.0,South Korea,Thailand,0,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
0.0,Ghana,Nigeria,2,0,Friendly,Paynesville,Liberia,True
0.0,India,Thailand,3,1,Merdeka Tournament,Kuala Lumpur,Malaysia,True
0.0,Liberia,Ivory Coast,0,2,Friendly,Monrovia,Liberia,False
0.0,China PR,Congo,1,1,Friendly,Beijing,China PR,False
0.0,Ghana,Togo,1,1,Friendly,Monrovia,Liberia,True
0.0,Liberia,Guinea,2,1,Friendly,Monrovia,Liberia,False
0.0,Malaysia,Japan,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,False
0.0,Ghana,Ivory Coast,0,1,Friendly,Monrovia,Liberia,True
0.0,Liberia,Togo,1,0,Friendly,Monrovia,Liberia,False
0.0,Australia,Czechoslovakia,1,1,Friendly,Melbourne,Australia,False
0.0,Australia,Czechoslovakia,0,1,Friendly,Adelaide,Australia,False
0.0,Finland,Sweden,1,3,Friendly,Helsinki,Finland,False
0.0,Australia,Czechoslovakia,0,3,Friendly,Parramatta,Australia,False
0.0,Bahrain,Oman,2,3,Friendly,Manama,Bahrain,False
0.0,Senegal,Gabon,1,0,Friendly,Dakar,Senegal,False
0.0,Bahrain,Oman,2,0,Friendly,Manama,Bahrain,False
0.0,Guinea,Gambia,2,1,African Cup of Nations qualification,Conakry,Guinea,False
0.0,Switzerland,France,2,0,Friendly,Lausanne,Switzerland,False
0.0,Finland,German DR,1,0,Friendly,Lahti,Finland,False
0.0,Indonesia,Algeria,0,1,Indonesia Tournament,Jakarta,Indonesia,False
0.0,Norway,Romania,2,2,Friendly,Oslo,Norway,False
0.0,Sweden,Russia,0,0,Friendly,Gothenburg,Sweden,False
0.0,Malaysia,Algeria,2,2,Friendly,Kuala Lumpur,Malaysia,False
0.0,China PR,North Korea,0,0,Merlion Cup,Kallang,Singapore,True
0.0,Oman,Bahrain,1,0,Friendly,Muscat,Oman,False
0.0,Singapore,Canada,0,1,Merlion Cup,Kallang,Singapore,False
0.0,Oman,Bahrain,1,2,Friendly,Muscat,Oman,False
0.0,Austria,Switzerland,1,1,Friendly,Innsbruck,Austria,False
0.0,Canada,North Korea,0,0,Merlion Cup,Kallang,Singapore,True
0.0,Gambia,Guinea,0,1,African Cup of Nations qualification,Banjul,Gambia,False
0.0,Singapore,North Korea,0,2,Merlion Cup,Kallang,Singapore,False
0.0,China PR,Canada,1,0,Merlion Cup,Kallang,Singapore,True
0.0,Singapore,China PR,0,3,Merlion Cup,Kallang,Singapore,False
0.0,Singapore,China PR,1,2,Merlion Cup,Kallang,Singapore,False
0.0,Canada,North Korea,0,2,Merlion Cup,Kallang,Singapore,True
0.0,China PR,North Korea,2,1,Merlion Cup,Kallang,Singapore,True
0.0,Singapore,Canada,0,1,Merlion Cup,Kallang,Singapore,False
0.0,Singapore,Saudi Arabia,0,4,Friendly,Kallang,Singapore,False
0.0,Norway,Hungary,0,0,Friendly,Oslo,Norway,False
0.0,Belgium,Republic of Ireland,2,2,UEFA Euro qualification,Brussels,Belgium,False
0.0,Czechoslovakia,Netherlands,1,0,Friendly,Prague,Czechoslovakia,False
0.0,Finland,Wales,1,1,UEFA Euro qualification,Helsinki,Finland,False
0.0,German DR,Denmark,0,1,Friendly,Leipzig,German DR,False
0.0,Iceland,France,0,0,UEFA Euro qualification,Reykjavík,Iceland,False
0.0,Romania,Austria,4,0,UEFA Euro qualification,Bucharest,Romania,False
0.0,Scotland,Bulgaria,0,0,UEFA Euro qualification,Glasgow,Scotland,False
0.0,Sweden,England,1,0,Friendly,Solna,Sweden,False
0.0,Fiji,New Zealand,2,4,Friendly,Lautoka,Fiji,False
0.0,Fiji,New Zealand,1,2,Friendly,Suva,Fiji,False
0.0,Iran,Thailand,4,0,Friendly,Seoul,South Korea,True
0.0,Uganda,Rwanda,1,0,Friendly,Kampala,Uganda,False
0.0,Denmark,Germany,0,2,Friendly,Copenhagen,Denmark,False
0.0,Iceland,Russia,1,1,UEFA Euro qualification,Reykjavík,Iceland,False
0.0,Norway,German DR,0,0,UEFA Euro qualification,Oslo,Norway,False
0.0,Spain,Greece,3,1,Friendly,Gijón,Spain,False
0.0,Sweden,Switzerland,2,0,UEFA Euro qualification,Solna,Sweden,False
0.0,Zambia,DR Congo,2,2,Friendly,Ndola,Zambia,False
0.0,Zambia,DR Congo,0,1,Friendly,Lusaka,Zambia,False
0.0,Botswana,Malawi,2,0,Friendly,Gaborone,Botswana,False
0.0,Angola,Gabon,1,0,African Cup of Nations qualification,Luanda,Angola,False
0.0,Central African Republic,Congo,1,2,African Cup of Nations qualification,Bangui,Central African Republic,False
0.0,Ethiopia,Tanzania,4,2,African Cup of Nations qualification,Addis Abeba,Ethiopia,False
0.0,Kenya,Somalia,2,1,Friendly,Nairobi,Kenya,False
0.0,Poland,North Korea,2,2,Friendly,Bydgoszcz,Poland,False
0.0,Israel,Romania,2,4,Friendly,Ramat-Gan,Israel,False
0.0,Italy,Greece,2,0,Friendly,Bologna,Italy,False
0.0,France,Russia,0,2,UEFA Euro qualification,Paris,France,False
0.0,Uganda,Kenya,3,1,Friendly,Kampala,Uganda,False
0.0,Portugal,Sweden,1,1,UEFA Euro qualification,Oeiras,Portugal,False
0.0,Luxembourg,Belgium,0,6,UEFA Euro qualification,Luxembourg,Luxembourg,False
0.0,Austria,Albania,3,0,UEFA Euro qualification,Graz,Austria,False
0.0,Czechoslovakia,Finland,3,0,UEFA Euro qualification,Brno,Czechoslovakia,False
0.0,England,Northern Ireland,3,0,UEFA Euro qualification,London,England,False
0.0,Germany,Spain,2,2,Friendly,Hanover,Germany,False
0.0,Hungary,Netherlands,0,1,UEFA Euro qualification,Budapest,Hungary,False
0.0,Republic of Ireland,Scotland,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
0.0,Poland,Greece,2,1,UEFA Euro qualification,Poznań,Poland,False
0.0,Congo,Central African Republic,5,1,African Cup of Nations qualification,Brazzaville,Congo,False
0.0,Gabon,Angola,1,0,African Cup of Nations qualification,Libreville,Gabon,False
0.0,Liberia,Sierra Leone,1,1,African Cup of Nations qualification,Monrovia,Liberia,False
0.0,Somalia,Uganda,0,0,African Cup of Nations qualification,Mogadishu,Somalia,False
0.0,New Zealand,Australia,1,1,Friendly,Auckland,New Zealand,False
0.0,Honduras,Panama,1,0,Friendly,Managua,Nicaragua,True
0.0,Austria,Germany,4,1,Friendly,Vienna,Austria,False
0.0,Denmark,Finland,1,0,UEFA Euro qualification,Copenhagen,Denmark,False
0.0,German DR,Iceland,2,0,UEFA Euro qualification,Karl-Marx-Stadt,German DR,False
0.0,Russia,Norway,4,0,UEFA Euro qualification,Simferopol,Soviet Union,False
0.0,Switzerland,Portugal,1,1,UEFA Euro qualification,Berne,Switzerland,False
0.0,Tunisia,Bulgaria,3,3,Friendly,Tunis,Tunisia,False
0.0,Yugoslavia,Turkey,4,0,UEFA Euro qualification,Split,Yugoslavia,False
0.0,Cuba,Panama,1,1,Friendly,Managua,Nicaragua,True
0.0,Australia,New Zealand,2,1,Friendly,Sydney,Australia,False
0.0,Czechoslovakia,Denmark,0,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False
0.0,England,Yugoslavia,2,0,UEFA Euro qualification,London,England,False
0.0,Greece,Hungary,2,1,UEFA Euro qualification,Athens,Greece,False
0.0,Poland,Republic of Ireland,1,0,Friendly,Warsaw,Poland,False
0.0,Scotland,Luxembourg,3,0,UEFA Euro qualification,Glasgow,Scotland,False
0.0,Spain,Romania,1,0,UEFA Euro qualification,Seville,Spain,False
0.0,Turkey,Northern Ireland,0,0,UEFA Euro qualification,Izmir,Turkey,False
0.0,Italy,Switzerland,3,2,UEFA Euro qualification,Milan,Italy,False
0.0,Malta,Sweden,0,5,UEFA Euro qualification,Attard,Malta,False
0.0,Belgium,Bulgaria,1,1,UEFA Euro qualification,Brussels,Belgium,False
0.0,German DR,France,0,0,UEFA Euro qualification,Leipzig,German DR,False
0.0,Netherlands,Poland,0,0,UEFA Euro qualification,Amsterdam,Netherlands,False
0.0,China PR,Australia,0,2,Friendly,Guangzhou,China PR,False
0.0,Kenya,Rwanda,2,3,Friendly,Nairobi,Kenya,False
0.0,Albania,Spain,1,2,UEFA Euro qualification,Tirana,Albania,False
0.0,Cyprus,Greece,2,4,UEFA Euro qualification,Nicosia,Cyprus,False
0.0,Nepal,Bangladesh,1,0,Friendly,Kathmandu,Nepal,False
0.0,South Korea,Malaysia,2,1,Friendly,Pokhara,Nepal,True
0.0,Malta,Italy,0,2,UEFA Euro qualification,Attard,Malta,False
0.0,Angola,Tanzania,1,0,Friendly,Luanda,Angola,False
0.0,Equatorial Guinea,Cameroon,0,2,UDEAC Cup,Malabo,Equatorial Guinea,False
0.0,Angola,Zambia,0,1,Friendly,Luanda,Angola,False
0.0,Congo,Gabon,0,1,UDEAC Cup,Malabo,Equatorial Guinea,True
0.0,Algeria,Ivory Coast,2,1,Friendly,Algiers,Algeria,False
0.0,Chad,Cameroon,1,3,UDEAC Cup,Malabo,Equatorial Guinea,True
0.0,Nepal,South Korea,1,2,Friendly,Kathmandu,Nepal,False
